kode_golongan;kode_bidang;kode_kelompok;kode_sub_kelompok;nama_sub_kelompok
5;3;3;2;INSTALASI PENGOLAHAN SAMPAH NON ORGANIK
5;3;3;3;BANGUNAN PENAMPUNG SAMPAH
5;3;3;99;INSTALASI PENGOLAHAN SAMPAH LAINNYA
5;3;4;0;INSTALASI PENGOLAHAN BAHAN BANGUNAN
5;3;4;1;INSTALASI PENGOLAHAN BAHAN BANGUNAN PERCONTOHAN
5;3;4;2;INSTALASI PENGOLAHAN BAHAN BANGUNAN PERINTIS
5;3;4;3;INSTALASI PENGOLAHAN BAHAN BANGUNAN TERAPAN
5;3;4;99;INSTALASI PENGOLAHAN BAHAN BANGUNAN LAINNYA
5;3;5;0;INSTALASI PEMBANGKIT LISTRIK
5;3;5;1;INSTALASI PEMBANGKIT LISTRIK TENAGA AIR (PLTA)
5;3;5;2;INSTALASI PEMBANGKIT LISTRIK TENAGA DIESEL (PLTD)
5;3;5;3;INSTALASI PEMBANGKIT LISTRIK TENAGA MIKRO HIDRO (PLTM)
5;3;5;4;INSTALASI PEMBANGKIT LISTRIK TENAGA ANGIN (PLTAN)
5;3;5;5;INSTALASI PEMBANGKIT LISTRIK TENAGA UAP (PLTU)
5;3;5;6;INSTALASI PEMBANGKIT LISTRIK TENAGA NUKLIR (PLTN)
5;3;5;7;INSTALASI PEMBANGKIT LISTRIK TENAGA GAS (PLTG)
5;3;5;8;INSTALASI PEMBANGKIT LISTRIK TENAGA PANAS BUMI (PLTP)
5;3;5;9;INSTALASI PEMBANGKIT LISTRIK TENAGA SURYA (PLTS)
5;3;5;10;INSTALASI PEMBANGKIT LISTRIK TENAGA BIOGAS (PLTB)
5;3;5;11;INSTALASI PEMBANGKIT LISTRIK TENAGA SAMUDERA / GELOMBANG SAMUDERA
5;3;5;99;INSTALASI PEMBANGKIT LISTRIK LAINNYA
5;3;6;0;INSTALASI GARDU LISTRIK
5;3;6;1;INSTALASI GARDU LISTRIK INDUK
5;3;6;2;INSTALASI GARDU LISTRIK DISTRIBUSI
5;3;6;3;INSTALASI PUSAT PENGATUR LISTRIK
5;3;6;99;INSTALASI GARDU LISTRIK LAINNYA
5;3;7;0;INSTALASI LAIN
5;3;7;1;INSTALASI LAIN
5;4;0;0;JARINGAN
5;4;1;0;JARINGAN AIR MINUM
5;4;1;1;JARINGAN PEMBAWA
5;4;1;2;JARINGAN INDUK DISTRIBUSI
5;4;1;3;JARINGAN CABANG DISTRIBUSI
5;4;1;4;JARINGAN SAMBUNGAN  KE RUMAH
5;4;1;99;JARINGAN AIR MINUM LAINNYA
5;4;2;0;JARINGAN LISTRIK
5;4;2;1;JARINGAN TRANSMISI
5;4;2;2;JARINGAN DISTRIBUSI
5;4;2;99;JARINGAN LISTRIK LAINNYA
5;4;3;0;JARINGAN TELEPON
5;4;3;1;JARINGAN TELEPON DIATAS TANAH
5;4;3;2;JARINGAN TELEPON DIBAWAH TANAH
5;4;3;3;JARINGAN TELEPON DIDALAM AIR
5;4;3;4;JARINGAN DENGAN MEDIA UDARA
5;4;3;99;JARINGAN TELEPON LAINNYA
5;4;4;0;JARINGAN GAS
5;4;4;1;JARINGAN PIPA GAS TRANSMISI
5;4;4;2;JARINGAN PIPA DISTRIBUSI
5;4;4;3;JARINGAN PIPA DINAS
5;4;4;4;JARINGAN BBM
5;4;4;99;JARINGAN GAS LAINNYA
6;0;0;0;ASET TETAP LAINNYA
6;1;0;0;BAHAN PERPUSTAKAAN
6;1;1;0;BAHAN PERPUSTAKAAN TERCETAK
6;1;1;1;BUKU
6;1;1;2;SERIAL
6;1;1;99;TERCETAK LAINNYA
6;1;2;0;BAHAN PERPUSTAKAAN TEREKAM DAN BENTUK MIKRO
6;1;2;1;AUDIO VISUAL
6;1;2;2;BENTUK MIKRO (MICROFORM)
6;1;2;99;TEREKAM DAN BENTUK MIKRO LAINNYA
6;1;3;0;KARTOGRAFI, NASKAH DAN LUKISAN
6;1;3;1;BAHAN KARTOGRAFI
6;1;3;2;NASKAH (MANUSKRIP) / ASLI
6;1;3;3;LUKISAN DAN UKIRAN
6;1;3;99;KARTOGRAFI, NASKAH DAN LUKISAN LAINNYA
6;2;0;0;BARANG BERCORAK KESENIAN/KEBUDAYAAN/OLAHRAGA
6;2;1;0;BARANG BERCORAK KESENIAN
6;2;1;1;ALAT MUSIK
6;2;1;2;LUKISAN
6;2;1;3;ALAT PERAGA KESENIAN
6;2;1;99;BARANG BERCORAK KESENIAN LAINNYA
6;2;2;0;ALAT BERCORAK KEBUDAYAAN
6;2;2;1;PAHATAN
6;2;2;2;MAKET, MINIATUR,  REPLIKA DAN FOTO DOKUMEN
6;2;2;99;ALAT BERCORAK KEBUDAYAAN LAINNYA
6;2;3;0;TANDA PENGHARGAAN BIDANG OLAH RAGA
6;2;3;1;TANDA PENGHARGAAN
6;2;3;99;TANDA PENGHARGAAN BIDANG OLAH RAGA LAINNYA
6;3;0;0;HEWAN
6;3;1;0;HEWAN PIARAAN
6;3;1;1;HEWAN PENGAMAN
6;3;1;2;HEWAN PENGANGKUT
6;3;1;99;HEWAN PIARAAN LAINNYA
6;3;2;0;TERNAK
6;3;2;1;TERNAK POTONG
6;3;2;2;TERNAK PERAH
6;3;2;3;TERNAK UNGGAS
6;3;2;99;TERNAK LAINNYA
6;3;3;0;HEWAN LAINNYA
6;3;3;1;HEWAN LAINNYA
6;4;0;0;IKAN
6;4;1;0;IKAN BERSIRIP (PISCES/IKAN BERSIRIP)
6;4;1;1;IKAN BUDIDAYA
6;4;2;0;CRUSTEA (UDANG, RAJUNGAN, KEPITING, DAN SEBANGSANYA)
6;4;2;1;CRUSTEA BUDIDAYA (UDANG, RAJUNGAN, KEPITING, DAN SEBANGSANYA)
6;4;3;0;MOLLUSCA (KERANG, TIRAM, CUMI-CUMI, GURITA, SIPUT, DAN SEBANGSANYA)
6;4;3;1;MOLLUSCA BUDIDAYA (KERANG, TIRAM, CUMI-CUMI, GURITA, SIPUT, DAN SEBANGSANYA)
6;4;4;0;COELENTERATA (UBUR-UBUR DAN SEBANGSANYA)
6;4;4;1;COELENTERATA BUDIDAYA (UBUR-UBUR DAN SEBANGSANYA)
6;4;5;0;ECHINODERMATA (TRIPANG, BULU BABI, DAN SEBANGSANYA)
6;4;5;1;ECHINODERMATA BUDIDAYA (TRIPANG, BULU BABI, DAN SEBANGSANYA)
6;4;6;0;AMPHIBIA (KODOK DAN SEBANGSANYA)
6;4;6;1;AMPHIBIA BUDIDAYA (KODOK DAN SEBANGSANYA)
6;4;7;0;REPTILIA (BUAYA, PENYU, KURA-KURA, BIAWAK, ULAR AIR, DAN SEBANGSANYA
6;4;7;1;REPTILIA BUDIDAYA (BUAYA, PENYU, KURA-KURA, BIAWAK, ULAR AIR, DAN SEBANGSANYA)
6;4;8;0;MAMMALIA (PAUS, LUMBA-LUMBA, PESUT, DUYUNG, DAN SEBANGSANYA)
6;4;8;1;MAMMALIA BUDIDAYA (PAUS, LUMBA-LUMBA, PESUT, DUYUNG, DAN SEBANGSANYA)
6;4;9;0;ALGAE (RUMPUT LAUT DAN TUMBUH-TUMBUHAN LAIN YANG HIDUP DI DALAM AIR)
6;04;09;01;ALGAE BUDIDAYA (RUMPUT LAUT DAN TUMBUH-TUMBUHAN LAIN YANG HIDUP DI DALAM AIR)
6;4;10;0;BIOTA PERAIRAN LAINNYA
6;4;10;1;BUDIDAYA BIOTA PERAIRAN LAINNYA
6;5;0;0;TANAMAN
6;5;1;0;TANAMAN
6;5;1;1;TANAMAN
6;6;0;0;ASET TETAP DALAM  RENOVASI
6;6;1;0;ASET TETAP DALAM  RENOVASI
6;6;1;1;ASET TETAP DALAM  RENOVASI
7;0;0;0;KONSTRUKSI DALAM PENGERJAAN
7;1;0;0;KONSTRUKSI DALAM PENGERJAAN
7;1;1;0;KONSTRUKSI DALAM PENGERJAAN
7;1;1;1;KONSTRUKSI DALAM PENGERJAAN
8;0;0;0;ASET TAK BERWUJUD
8;1;0;0;ASET TAK BERWUJUD
8;1;1;0;ASET TAK BERWUJUD
8;1;1;1;ASET TAK BERWUJUD
8;2;0;0;ASET TAK BERWUJUD DALAM PENGERJAAN
8;2;1;0;ASET TAK BERWUJUD DALAM PENGERJAAN
8;2;1;1;ASET TAK BERWUJUD DALAM PENGERJAAN
