kode_golongan;kode_bidang;kode_kelompok;kode_sub_kelompok;kode_sub_sub_kelompok;nama_sub_sub_kelompok
2;1;8;1;0;RAWA
2;1;8;1;1;Rawa
2;1;8;1;999;Rawa Lainnya
2;1;8;2;0;DANAU
2;1;8;2;1;Sanau/Situ
2;1;8;2;2;Waduk
2;1;8;2;999;Danau Lainnya
2;1;9;0;0;TANAH TANDUS / RUSAK
2;1;9;1;0;TANAH TANDUS
2;1;9;1;1;Berbatu-batu
2;1;9;1;2;Longsor
2;1;9;1;3;Tanah Lahar
2;1;9;1;4;Tanah Berpasir/Pasir
2;1;9;1;5;Tanah Pengambilan/Kuasi
2;1;9;1;999;Tanah Tandus Lainnya
2;1;9;2;0;TANAH RUSAK
2;1;9;2;1;Tanah yang tererosi/Longsor
2;1;9;2;2;Bekas Tambang/Galian
2;1;9;2;3;Bekas Sawah/Rawa
2;1;9;2;999;Tanah Rusak Lainnya
2;1;10;0;0;TANAH ALANG-ALANG DAN PADANG RUMPUT
2;1;10;1;0;ALANG-ALANG
2;1;10;1;1;Alang-Alang
2;1;10;1;999;Alang-Alang Lainnya
2;1;10;2;0;PADANG RUMPUT
2;1;10;2;1;Semak Belukar
2;1;10;2;2;Padang Rumput
2;1;10;2;999;Padang Rumput Lainnya
2;1;11;0;0;TANAH PERTAMBANGAN
2;1;11;1;0;TANAH PERTAMBANGAN
2;1;11;1;1;Tanah Pertambangan Intan
2;1;11;1;2;Tanah Pertambangan Emas
2;1;11;1;3;Tanah Pertambangan Perak
2;1;11;1;4;Tanah Pertambangan Nekel
2;1;11;1;5;Tanah Pertambangan Timah
2;1;11;1;6;Tanah Pertambangan Uranium
2;1;11;1;7;Tanah Pertambangan Tembaga
2;1;11;1;8;Tanah Pertambangan Minyak Bumi
2;1;11;1;9;Tanah Pertambangan Batu Bara
2;1;11;1;10;Tanah Pertambangan Koslin
2;1;11;1;11;Tanah Pertambangan  Batu Bara Berharga
2;1;11;1;12;Tanah Pertambangan Pasir Berharga
2;1;11;1;999;Tanah Pertambangan Lainnya
2;1;12;0;0;TANAH UNTUK BANGUNAN GEDUNG
2;1;12;1;0;TANAH BANGUNAN PERUMAHAN/GDG. TEMPAT TINGGAL
2;1;12;1;1;Tanah Bangunan Mess
2;1;12;1;2;Tanah Bangunan Wisma
2;1;12;1;3;Tanah Bangunan Asrama
2;1;12;1;4;Tanah Bangunan Peristirahatan
2;1;12;1;5;Tanah Bangunan Bungalaow
2;1;12;1;6;Tanah Bangunan Cottage
2;1;12;1;999;Tanah Bangunan Rumah Tempat Tinggal lainnya
2;1;12;2;0;TANAH UNTUK BANGUNAN GEDUNG PERDAGANGAN
2;1;12;2;1;Tanah Bangunan Pasar
2;1;12;2;2;Tanah Bangunan Pertokoan/Rumah Toko
2;1;12;2;3;Tanah Bangunan Gudang
2;1;12;2;4;Tanah Bangunan Bioskop
2;1;12;2;5;Tanah Bangunan Hotel/Penginapan
2;1;12;2;6;Tanah Bangunan Terminal Darat
2;1;12;2;7;Tanah Bangunan Terminal Laut
2;1;12;2;8;Tanah Bangunan Gedung Kesenian
2;1;12;2;9;Tanah Bangunan Gedung Pameran
2;1;12;2;10;Tanah Bangunan Gedung Pusat Perbelanjaan
2;1;12;2;11;Tanah Bangunan Apotik
2;1;12;2;999;Tanah Bangunan Gedung Perdagangan Lainnya
2;1;12;3;0;TANAH UNTUK BANGUNAN INDUSTRI
2;1;12;3;1;Tanah Bangunan Industri Makanan
2;1;12;3;2;Tanah Bangunan Industri Minuman
2;1;12;3;3;Tanah Bangunan Industri/Alat RT.
2;1;12;3;4;Tanah Bangunan Industri Pakaian/Garment
2;1;12;3;5;Tanah Bangunan Industri Besi/Logam
2;1;12;3;6;Tanah Bangunan Industri Baja
2;1;12;3;7;Tanah Bangunan Industri Pengalengan
2;1;12;3;8;Tanah Bangunan Industri Bengkel
2;1;12;3;9;Tanah Bangunan Industri Penyulingan Minyak
2;1;12;3;10;Tanah Bangunan Industri Semen
2;1;12;3;11;Tanah Bangunan Industri Batu bata/Batako
2;1;12;3;12;Tanah Bangunan Industri Genteng
2;1;12;3;13;Tanah Bangunan Industri Percetakan
2;1;12;3;14;Tanah Bangunan Industri Tesktil
2;1;12;3;15;Tanah Bangunan Industri Obat-obatan
2;1;12;3;16;Tanah Bangunan Industri Alat Olah Raga
2;1;12;3;17;Tanah Bangunan Industri Kendaraan/ Otomotif
2;1;12;3;19;Tanah Bangunan Industri Persenjataan
2;1;12;3;20;Tanah Bangunan Industri Kapal Udara
2;1;12;3;21;Tanah Bangunan Industri Kapal Laut
2;1;12;3;22;Tanah Bangunan Industri Kapal Api
2;1;12;3;23;Tanah Bangunan Industri Keramik/Marmer
2;1;12;3;999;Tanah Bangunan Industri Lainnya
2;1;12;4;0;TANAH UNTUK BANGUNAN TEMPAT KERJA/JASA
2;1;12;4;1;Tanah Bangunan Kantor Pemerintah
2;1;12;4;2;Tanah Bangunan Sekolah
2;1;12;4;3;Tanah Bangunan Rumah Sakit
2;1;12;4;4;Tanah Bangunan Apotik
2;1;12;4;5;Tanah Bangunan Tempat Ibadah
2;1;12;4;6;Tanah Bangunan Dermaga
2;1;12;4;7;Tanah Bangunan Pelabuhan Udara
2;1;12;4;8;Tanah Bangunan Olah Raga
2;1;12;4;9;Tanah Bangunan Taman/Wisata/Rekreasi
2;1;12;4;10;Tanah Bangunan Balai Sidang/Pertemuan
2;1;12;4;11;Tanah Bangunan Balai Nikah
2;1;12;4;12;Tanah Bangunan Puskesmas/Posyandu
2;1;12;4;13;Tanah Bangunan Poliklinik
2;1;12;4;14;Tanah Bangunan Laboraturium
2;1;12;4;15;Tanah Bangunan Fumigasi/Sterlisasi
2;1;12;4;16;Tanah Bangunan Karantina
2;1;12;4;17;Tanah Bangunan Bangsal Pengolahan Pondon Kerja
2;1;12;4;18;Tanah Bangunan Kandang Hewan
2;1;12;4;19;Tanah Bangunan-bangunan Pembibitan
2;1;12;4;20;Tanah Bangunan Rumah Pendingin
2;1;12;4;21;Tanah Bangunan Rumah Pengering
2;1;12;4;22;Tanah Bangunan Stasiun Penelitian
2;1;12;4;23;Tanah Bangunan Gedung Pelelangan Ikan
2;1;12;4;24;Tanah Bangunan Pos Jaga/Menara Jaga
2;1;12;4;999;Tanah Bangunan Tempat Kerja Lainnya
2;1;12;5;0;TANAH KOSONG
2;1;12;5;1;Tanah Sawah
2;1;12;5;2;Tanah Tegalan
2;1;12;5;3;Tanah Kebun
2;1;12;5;4;Kebun Pembibitan
2;1;12;5;999;Tanah kosong yang tidak diusahakan
2;1;12;6;0;TANAH PETERNAKAN
2;1;12;6;1;Tanah Peternakan
2;1;12;6;999;Tanah Peternakan Lainnya
2;1;12;7;0;TANAH BANGUNAN PENGAIRAN
2;1;12;7;1;Tanah Waduk
2;1;12;7;2;Tanah Komplek Bendungan
2;1;12;7;3;Tanah Jaringan/Saluran
2;1;12;7;999;Tanah Bangunan Pengairan Lainnya
2;1;12;8;0;TANAH BANGUNAN JALAN DAN JEMBATAN
2;1;12;8;1;Tanah Jalan
2;1;12;8;2;Tanah Jembatan
2;1;12;8;999;Tanah Bangunan Jalan dan Jembatan Lainnya
2;1;12;9;0;TANAH LEMBIRAN/BANTARAN/LEPE-LEPE/SETREN DST
2;1;12;9;1;Tanah Lembiran Pengairan
2;1;12;9;2;Tanah Lembiran Jalan dan Jembatan
2;1;12;9;999;Tanah Lembiran Lainnya
2;1;13;0;0;TANAH UNTUK BANGUNAN BUKAN GEDUNG
2;1;13;1;0;TANAH LAPANGAN OLAH RAGA
2;1;13;1;1;Tanah Lapangan Tenis
2;1;13;1;2;Tanah Lapangan Basket
2;1;13;1;3;Tanah Lapangan Badminton/Bulutangkis
2;1;13;1;4;Tanah Lapangan Golf
2;1;13;1;5;Tanah Lapangan Sepak Bola
2;1;13;1;6;Tanah Lapangan Bola Volly
2;1;13;1;7;Tanah Lapangan Sepak Takraw
2;1;13;1;8;Taanh Lapangan Pacuan Kuda
2;1;13;1;9;Tanah Lapangan Balap Sepeda
2;1;13;1;10;Tanah Lapangan Atletik
2;1;13;1;11;Tanah Lapangan Softball
2;1;13;1;999;Tanah Lapangan Olahraga Lainnya
2;1;13;2;0;TANAH LAPANGAN PARKIR
2;1;13;2;1;Tanah Lapangan Parkir Kontruksi Beton
2;1;13;2;2;Tanah Lapangan Parkir Kontruksi Aspal
2;1;13;2;3;Tanah Lapangan Parkir Sirtu (Pasir Batu)
2;1;13;2;4;Tanah Lapangan Parkir Konblok
2;1;13;2;5;Tanah Lapangan Parkir Tanah Keras
2;1;13;2;999;Tanah Lapangan Parkir Lainnya
2;1;13;3;0;TANAH LAPANGAN PENIMBUN BARANG
2;1;13;3;1;Tanah Lapangan Penimbun Barang Belum Diolah
2;1;13;3;2;Tanah Lapangan Penimbun Barang Jadi
2;1;13;3;3;Tanah Lapangan Penimbun Pembuangan Sampah
2;1;13;3;4;Tanah Lapangan Penimbun Bahan Bangunan
2;1;13;3;5;Tanah Lapangan Penimbun Barang Bukti
2;1;13;3;999;Tanah Lapangan Penimbun Barang Lainnya
2;1;13;4;0;TANAH LAPANGAN PEMANCAR DAN STUDIO ALAM
2;1;13;4;1;Tanah Lapangan Pemancar TV/Radio/Radar
2;1;13;4;2;Tanah Lapangan Studio Alam
2;1;13;4;3;Tanah Lapangan Pemancar Lainnya
2;1;13;4;999;Tanah Lapangan Pemancar Dan Studio Alam Lainnya
2;1;13;5;0;TANAH LAPANGAN PENGUJIAN/PENGOLAHAN
2;1;13;5;1;Tanah Lapangan Pengujian Kendaraan Bermotor
2;1;13;5;2;Tanah lapangan pengelolaan Bahan Bangunan
2;1;13;5;999;Tanah Lapangan Pengujian/Pengolahan  Lainnya
2;1;13;6;0;TANAH LAPANGAN TERBANG
2;1;13;6;1;Tanah Lapangan Terbang Perintis
2;1;13;6;2;Tanah Lapngan Komersial
2;1;13;6;3;Tanah Lapangan Terbang Khusus/Militer
2;1;13;6;4;Tanah Laopangan Terbang Olah Raga
2;1;13;6;5;Tanah Lapangan Terbang Pendidikan
2;1;13;6;999;Tanah Lapangan Terbang Lainnya
2;1;13;7;0;TANAH UNTUK BANGUNAN JALAN
2;1;13;7;1;Tanah Untuk Jalan Nasional
2;1;13;7;2;Tanah Untuk Jalan Propinsi
2;1;13;7;3;Tanah Untuk Jalan Kabupaten
2;1;13;7;4;Tanah Untuk Jalan Kotamadya
2;1;13;7;5;Tanah Untuk Jalan Desa
2;1;13;7;6;Tanah Untuk Jalan Tol
2;1;13;7;7;Tanah Untuk Jalan Kereta api/lori
2;1;13;7;8;Tanah Untuk Jalan Landasan Pacu Pesawat Terbang
2;1;13;7;9;Tanah Untuk Jalan Khusus/Komplek
2;1;13;7;999;Tanah Untuk Bangunan Jalan Lainnya
2;1;13;8;0;TANAH UNTUK BANGUNAN AIR
2;1;13;8;1;Tanah Untuk Bangunan Air Irigasi
2;1;13;8;2;Tanah Untuk Bangunan Pengairan pasang surut
2;1;13;8;3;Tanah Untuk Bangunan Pengembangan  Rawa dan Polder
2;1;13;8;4;Tanah Untuk Bangunan Pengaman Sungai dan Penanggulangan Bencana Alam
2;1;13;8;5;Tanah Untuk Bangunan Pengembangan Sumber Air dan air Tnh
2;1;13;8;6;Tanah Untuk Bangunan Air Bersih/air Baku
2;1;13;8;7;Tanah Untuk Bangunan Air Kotor
2;1;13;8;999;Tanah Untuk Bangunan Air Lainnya
2;1;13;9;0;TANAH UNTUK BANGUNAN INSTALASI
2;1;13;9;1;Tanah Untuk Bangunan Instalasi Air Bersih/air Baku
2;1;13;9;2;Tanah Untuk Bangunan Instalasi Air Kotor/Air Limbah
2;1;13;9;3;Tanah Untuk Bangunan Instalasi Pengelohan Sampah
2;1;13;9;4;Tanah Untuk Bangunan Instalasi Pengolahan Bahan bangunan
2;1;13;9;5;Tanah Untuk Bangunan Instalasi Listrik
2;1;13;9;6;Tanah Untuk Bangunan Instalasi Gardu Listrik
2;1;13;9;7;Tanah Untuk Bangunan Pangolahan Limbah
2;1;13;9;999;Tanah Untuk Bangunan Instalasi Lainnya
2;1;13;10;0;TANAH UNTUK BANGUNAN JARINGAN
2;1;13;10;1;Tanah Untuk Bangunan Jaringan Air Bersih/air Baku
2;1;13;10;2;Tanah Untuk Bangunan Jaringan Komunikasi
2;1;13;10;3;Tanah Untuk Bangunan Jaringan Listrik
2;1;13;10;4;Tanah Untuk Bangunan Jaringan Gas/BBM
2;1;13;10;999;Tanah Untuk Bangunan Jaringan Lainnya
2;1;13;11;0;TANAH UNTUK BANGUNAN BERSEJARAH
2;1;13;11;1;Tanah Untuk Monumen
2;1;13;11;2;Tanah Untuk Tugu Peringatan
2;1;13;11;3;Tanah Untuk Tugu Batas Wilayah
2;1;13;11;4;Tanah Untuk Candi
2;1;13;11;5;Tanah Untuk Bangunan Moseum
2;1;13;11;6;Tanah Untuk Bangunan Bersejarah
2;1;13;11;999;Tanah Untuk Bangunan Bersejarah Lainnya
2;1;13;12;0;TANAH UNTUK BANGUNAN GEDUNG OLAH RAGA
2;1;13;12;1;Tanah Bangunan Sarana Olaoh Raga Terbatas
2;1;13;12;2;Tanah Bangunan Sarana Olah Raga Terbuka
2;1;13;12;999;Tanah Bangunan Sarana Olah Raga Lainnya
2;1;13;13;0;TANAH UNTUK BANGUNAN TEMPAT IBADAH
2;1;13;13;1;Tanah Untuk Bangunan Mesjid
2;1;13;13;2;Tanah Untuk Bangunan Gereja
2;1;13;13;3;Tanah Untuk Bangunan Pura
2;1;13;13;4;Tanah Untuk Bangunan Vihara
2;1;13;13;5;Tanah Untuk Bangunan Klenteng/Kuil
2;1;13;13;6;Tanah Untuk Bangunan Krematorium
2;1;13;13;999;Tanah Untuk Bangunan Tampat Ibadah Lainnya
2;1;14;0;0;TANAH PENGGUNAAN LAINNYA
2;1;14;1;0;PENGGALIAN
2;1;14;1;1;Penggalian
2;1;14;1;2;Tempat Air Hangat
2;1;14;1;999;Tanah Penggunaan Lainnya
3;0;0;0;0;PERALATAN DAN MESIN
3;1;0;0;0;ALAT BESAR
3;1;1;0;0;ALAT BESAR DARAT
3;1;1;1;0;TRACTOR
3;1;1;1;1;Crawler Tractor + Attachment
3;1;1;1;2;Wheel Tractor + Attachment
3;1;1;1;3;Swamp Tractor + Attachment
3;1;1;1;4;Prime Mower
3;1;1;1;5;Aircraft Towing Tractor
3;1;1;1;6;Towing Bar
3;1;1;1;7;Bulldozer
3;1;1;1;8;Wheel Dozer
3;1;1;1;999;Tractor Lainnya
3;1;1;2;0;GRADER
3;1;1;2;1;Grader + Attachment
3;1;1;2;2;Grader Towed Type
3;1;1;2;999;Grader Lainnya
3;1;1;3;0;EXCAVATOR
3;1;1;3;1;Crawler Excavator + Attachment
3;1;1;3;2;Wheel Excavator + Attachment
3;1;1;3;999;Excavator Lainnya
3;1;1;4;0;PILE DRIVER
3;1;1;4;1;Diesel Pile Driver
3;1;1;4;2;Pneumatic Pile Driver
3;1;1;4;3;Vibration Pile Driver
3;1;1;4;999;Pile Driver Lainnya
3;1;1;5;0;HAULER
3;1;1;5;1;Self Propelled Scraper
3;1;1;5;2;Towed Scraper
3;1;1;5;3;Dump Truck
3;1;1;5;4;Dump Wagon
3;1;1;5;5;Lori
3;1;1;5;999;Hauler Lainnya
3;1;1;6;0;ASPHALT EQUIPMENT
3;1;1;6;1;Asphalt Mixing Plant
3;1;1;6;2;Asphalt Finisher
3;1;1;6;3;Asphalt Distributor
3;1;1;6;4;Asphalt Heater
3;1;1;6;5;Asphalt Tanker
3;1;1;6;6;Asphalt Sprayer
3;1;1;6;7;Asbuton Dryer
3;1;1;6;8;Asphalt Recycle
3;1;1;6;9;Cold Milling Machine
3;1;1;6;10;Asphalt Mixer
3;1;1;6;11;Bitumen / Asphalt Test
3;1;1;6;999;Asphalt Equipment Lainnya
3;1;1;7;0;COMPACTING EQUIPMENT
3;1;1;7;1;Macadam Roller/Three Wheel Roller
3;1;1;7;2;Tandem Roller
3;1;1;7;3;Mesh Roller
3;1;1;7;4;Vibration Roller
3;1;1;7;5;Tyre Roller
3;1;1;7;6;Soil Stabilizer
3;1;1;7;7;Sheepfoot/Tamping Roller
3;1;1;7;8;Stamper
3;1;1;7;9;Vibration Plate
3;1;1;7;10;Pemadat Sampah
3;1;1;7;11;Truck & Bush Tyre
3;1;1;7;999;Compacting Equipment Lainnya
3;1;1;8;0;AGGREGATE & CONCRETE EQUIPMENT
3;1;1;8;1;Stone Crushing Plant
3;1;1;8;2;Screening Classifer
3;1;1;8;3;Stone Chuser
3;1;1;8;4;Aggregate Washer
3;1;1;8;5;Batching Plant
3;1;1;8;6;Concrete Finisher
3;1;1;8;7;Concrete Pump
3;1;1;8;8;Concrete Lift
3;1;1;8;9;Concrete Prestres
3;1;1;8;10;Concrete Cutter
3;1;1;8;11;Concrete Mixer
3;1;1;8;12;Concrete Vibrator
3;1;1;8;13;Concrete Breaker
3;1;1;8;14;Aggregate/Chip Spreader
3;1;1;8;15;Grauting Machine
3;1;1;8;16;Concrete Mould
3;1;1;8;17;Pipe Plant Equipment
3;1;1;8;18;Concrete Mixer Tandem
3;1;1;8;19;Onion Head Machine
3;1;1;8;20;Pan Mixer
3;1;1;8;21;Asbuton Mixer
3;1;1;8;22;Paddle Mixer
3;1;1;8;23;Asphalt Buton Crusher
3;1;1;8;24;Rock Drill
3;1;1;8;999;Aggregate & Concrete Equipment Lainnya
3;1;1;9;0;LOADER
3;1;1;9;1;Track Loader + Attachment
3;1;1;9;2;Wheel Loader + Attachment
3;1;1;9;3;Main Deck Loader
3;1;1;9;4;Conveyor Belt Truck
3;1;1;9;5;High Lift Loader
3;1;1;9;6;Backhoe Loader
3;1;1;9;999;Loader Lainnya
3;1;1;10;0;ALAT PENGANGKAT
3;1;1;10;1;Tower Crane
3;1;1;10;2;Truck Mounted Crane
3;1;1;10;3;Truck Crane
3;1;1;10;4;Wheel Crane
3;1;1;10;5;Forklift
3;1;1;10;6;Fortal Crane
3;1;1;10;7;Crawler Crane
3;1;1;10;8;Container Crane
3;1;1;10;9;Transtainer
3;1;1;10;10;Travelt Container Stacker
3;1;1;10;11;Top Loader
3;1;1;10;12;Rail Lifter
3;1;1;10;13;Track Motor Car
3;1;1;10;14;Salvage Pesawat Udara
3;1;1;10;15;Hand Palet Truck
3;1;1;10;16;Crane Shovel 20 T
3;1;1;10;17;Shop Wood Working Crane Shovel 20 T
3;1;1;10;999;Alat Pengangkat Lainnya
3;1;1;11;0;MESIN PROSES
3;1;1;11;1;Mesin Pembuat Pellet
3;1;1;11;2;Mesin Pembuat Es
3;1;1;11;3;Mesin Penghancur Es
3;1;1;11;4;Water Treatment (Mesin Proses)
3;1;1;11;5;Sea Water Treatment
3;1;1;11;6;Mesin Pengolah Dodol
3;1;1;11;999;Mesin Proses Lainnya
3;1;1;99;0;ALAT BESAR DARAT LAINNYA
3;1;1;99;999;Alat Besar Darat Lainnya
3;1;2;0;0;ALAT BESAR APUNG
3;1;2;1;0;DREDGER
3;1;2;1;1;Suction Dredger
3;1;2;1;2;Bucket Dredger
3;1;2;1;3;Cutter Suction Dredger
3;1;2;1;999;Dredger Lainnya
3;1;2;2;0;FLOATING EXCAVATOR
3;1;2;2;1;Floating Excavator + Attachment
3;1;2;2;2;Floating Crane
3;1;2;2;3;Floating Pump
3;1;2;2;999;Floating Excavator Lainnya
3;1;2;3;0;AMPHIBI DREDGER
3;1;2;3;1;Plain Suction
3;1;2;3;2;Cutter (Amphibi Dredger)
3;1;2;3;3;Clamshell / Dragline
3;1;2;3;999;Amphibi Dredger Lainnya
3;1;2;4;0;KAPAL TARIK
3;1;2;4;1;Kapal Tarik
3;1;2;4;999;Kapal Tarik Lainnya
3;1;2;5;0;MESIN PROSES APUNG
3;1;2;5;1;Water Treatment (Mesin Proses Apung)
3;1;2;5;999;Mesin Proses Apung Lainnya
3;1;2;99;0;ALAT BESAR APUNG LAINNYA
3;1;2;99;999;Alat Besar Apung Lainnya
3;1;3;0;0;ALAT BANTU
3;1;3;1;0;ALAT PENARIK
3;1;3;1;1;Alat Penarik Kapal
3;1;3;1;2;Alat Penarik Jaring
3;1;3;1;999;Alat Penarik Lainnya
3;1;3;2;0;FEEDER
3;1;3;2;1;Elevator /Lift
3;1;3;2;2;Belt Conveyor (Feeder)
3;1;3;2;3;Screw Conveyor (Feeder)
3;1;3;2;4;Escalator
3;1;3;2;5;Gandola
3;1;3;2;6;Elevator (Feeder)
3;1;3;2;7;Gangway
3;1;3;2;999;Feeder Lainnya (Alat Besar)
3;1;3;3;0;COMPRESSOR
3;1;3;3;1;Transportable Compressor
3;1;3;3;2;Portable Compressor
3;1;3;3;3;Stationary Compressor
3;1;3;3;4;Air Compresor
3;1;3;3;5;Compressor Pneumatic Tool 25 GMP
3;1;3;3;999;Compressor Lainnya
3;1;3;4;0;ELECTRIC GENERATING SET
3;1;3;4;1;Transportable Generating Set
3;1;3;4;2;Portable Generating Set
3;1;3;4;3;Stationary Generating Set
3;1;3;4;4;Dynamo Electric
3;1;3;4;999;Electric Generating Set Lainnya
3;1;3;5;0;POMPA
3;1;3;5;1;Transportable Water Pump
3;1;3;5;2;Portable Water Pump
3;1;3;5;3;Stationary Water Pump
3;1;3;5;4;Pompa Lumpur
3;1;3;5;5;Sumersible Pump
3;1;3;5;6;Pompa Tangan
3;1;3;5;7;Pompa Angin
3;1;3;5;8;Pompa Bensin/Minyak Stationery
3;1;3;5;9;Pompa Bensin/Minyak Transportable
3;1;3;5;10;Pompa Air
3;1;3;5;11;Water Distributor
3;1;3;5;12;Water Purification
3;1;3;5;999;Pompa Lainnya
3;1;3;6;0;MESIN BOR
3;1;3;6;1;Mesin Bor Batu
3;1;3;6;2;Mesin Bor Tanah
3;1;3;6;3;Mesin Bor Beton
3;1;3;6;999;Mesin Bor Lainnya
3;1;3;7;0;UNIT PEMELIHARAAN LAPANGAN
3;1;3;7;1;Mobil Workshop
3;1;3;7;2;Service Car
3;1;3;7;3;Floating Workshop
3;1;3;7;4;Road Maintenance Truck
3;1;3;7;5;Sweeper Truck
3;1;3;7;6;Wreck Car
3;1;3;7;7;Leak Detector (Unit Pemeliharaan Lapangan)
3;1;3;7;8;Pipe Locator
3;1;3;7;9;Metal Locator
3;1;3;7;10;Mesin Diesel
3;1;3;7;11;Ketle Heating
3;1;3;7;12;Sweeper Penghisap Oli
3;1;3;7;13;Fuel Tank
3;1;3;7;14;Grass Colector
3;1;3;7;15;Mesin Pemotong Aspal (Draging)
3;1;3;7;16;Sweeper Rotary
3;1;3;7;17;Earth Vager Truck
3;1;3;7;18;Scrapper
3;1;3;7;19;Roster
3;1;3;7;20;Shop Truck Equipment
3;1;3;7;999;Unit Pemeliharaan Lapangan Lainnya
3;1;3;8;0;ALAT PENGOLAHAN AIR KOTOR
3;1;3;8;1;Unit Pengolahan Air Kotor
3;1;3;8;999;Alat Pengolahan Air Kotor lainnya
3;1;3;9;0;PEMBANGKIT UAP AIR PANAS/STEAM GENERATOR
3;1;3;9;1;Unit Pembangkit Uap Air Panas
3;1;3;9;999;Pembangkit Uap Air Panas/Steam Generator Lainnya
3;1;3;12;0;PERALATAN KEBAKARAN HUTAN
3;1;3;12;1;Backpack Pump (Pompa Punggung Besar)
3;1;3;12;2;Floating Fire Pump (Pompa Punggung Kecil)
3;1;3;12;3;Pompa Portable
3;1;3;12;4;Jet Shooter
3;1;3;12;5;Golok Pemadam
3;1;3;12;6;Blade Shovel (Sekop Pemadam)
3;1;3;12;7;Sumbut
3;1;3;12;8;Veld Bed
3;1;3;12;9;Ransel Pemadam
3;1;3;12;10;Full Body Harness
3;1;3;12;11;Sit Harness
3;1;3;12;12;Figure
3;1;3;12;13;Ascender
3;1;3;12;14;Scroll Lock
3;1;3;12;15;Perlengkapan Rescue
3;1;3;12;16;Automatic Snap Hook
3;1;3;12;17;Tangga Tali
3;1;3;12;18;Nozel Tabir Alumunium
3;1;3;12;19;Nozel Kuningan Pernekel
3;1;3;12;20;Selang Air
3;1;3;12;21;Breathing Aparatus (Tabung 10 kg)
3;1;3;12;22;Gepyok Pemadam
3;1;3;12;23;Fire Rake (Garu Tajam)
3;1;3;12;24;Pulaski Axe (Kapak Dua Fungsi)
3;1;3;12;25;Fire Tool (Garu Pacul/ Cangkul)
3;1;3;12;26;Sabit Semak
3;1;3;12;27;Flapper (Pemukul Api)
3;1;3;12;28;Drip Torch (Obor Sulut Tetes)
3;1;3;12;29;Files (Kikir Baja)
3;1;3;12;30;Kaca Mata (Lensa Tahan Panas)
3;1;3;12;31;Kopel Rem
3;1;3;12;32;Felpes
3;1;3;12;33;Kantong Air
3;1;3;12;34;Batang Pompa
3;1;3;12;999;Peralatan Kebakaran Hutan Lainnya
3;1;3;13;0;PERALATAN SELAM
3;1;3;13;1;Tanks (Tabung Selam)
3;1;3;13;2;Sepatu Karang
3;1;3;13;3;Knives (Pisau Selam)
3;1;3;13;4;Dive Lights (Senter Selam)
3;1;3;13;5;Regulator Instruments
3;1;3;13;6;Bouyancy Compensator Device (BCD)
3;1;3;13;7;Belt (Sabuk Pemberat)
3;1;3;13;8;Weight (Pemberat)
3;1;3;13;9;Diving Gloves (Sarung Tangan Selam)
3;1;3;13;10;Kompresor Selam
3;1;3;13;11;Pelampung Life Jacket
3;1;3;13;999;Peralatan Selam Lainnya
3;1;3;14;0;PERALATAN SAR MOUNTENERING
3;1;3;14;1;Tali Kamantel Static
3;1;3;14;2;Tali Kamantel Dinamic
3;1;3;14;3;Raincoat (Ponco)
3;1;3;14;4;Seat Harness
3;1;3;14;5;Prusik
3;1;3;14;6;Jummar
3;1;3;14;7;Pulley
3;1;3;14;8;Descender Figure og Eight
3;1;3;14;9;Carabiner Non Screw
3;1;3;14;10;Webbing
3;1;3;14;11;Tandu Lipat
3;1;3;14;999;Peralatan SAR Mountenering Lainnya
3;1;3;99;0;ALAT BANTU LAINNYA
3;1;3;99;999;Alat Bantu Lainnya
3;2;0;0;0;ALAT ANGKUTAN
3;2;1;0;0;ALAT ANGKUTAN DARAT BERMOTOR
3;2;1;1;0;KENDARAAN DINAS BERMOTOR PERORANGAN
3;2;1;1;1;Sedan
3;2;1;1;2;Jeep
3;2;1;1;3;Station Wagon
3;2;1;1;999;Kendaraan Dinas Bermotor Perorangan Lainnya
3;2;1;2;0;KENDARAAN BERMOTOR PENUMPANG
3;2;1;2;1;Bus ( Penumpang 30 Orang Keatas )
3;2;1;2;2;Micro Bus ( Penumpang 15 S/D 29 Orang )
3;2;1;2;3;Mini Bus ( Penumpang 14 Orang Kebawah )
3;2;1;2;4;Kendaraan Lapis Baja
3;2;1;2;999;Kendaraan Bermotor Penumpang Lainnya
3;2;1;3;0;KENDARAAN BERMOTOR ANGKUTAN BARANG
3;2;1;3;1;Truck + Attachment
3;2;1;3;2;Pick Up
3;2;1;3;3;Yeengler/Trailer
3;2;1;3;4;Semi Trailer
3;2;1;3;5;Truck Ponton dengan Trailler
3;2;1;3;6;Dalhura
3;2;1;3;999;Kendaraan Bermotor Angkutan Barang Lainnya
3;2;1;4;0;KENDARAAN BERMOTOR BERODA DUA
3;2;1;4;1;Sepeda Motor
3;2;1;4;2;Scooter
3;2;1;4;3;Sepeda Motor Perpustakaan Keliling
3;2;1;4;4;Sepeda Motor Patroli
3;2;1;4;5;Sepeda Motor Pengawalan
3;2;1;4;999;Kendaraan Bermotor Beroda Dua Lainnya
3;2;1;5;0;KENDARAAN BERMOTOR KHUSUS
3;2;1;5;1;Mobil Ambulance
3;2;1;5;2;Mobil Jenazah
3;2;1;5;3;Mobil Unit Penerangan Darat
3;2;1;5;4;Mobil Pemadam Kebakaran
3;2;1;5;5;Mobil Tinja
3;2;1;5;6;Mobil Tangki Air
